fila_xlsx,persona_id,vinculacion_id,contrato_id,empresa_id,contrato_cargo_id,tipo_vinculacion_id,fecha_inicio,fecha_fin,estado_vinculacion,cobertura_asignacion_id,focalizacion_final_id,asignacion_laboral_id,ubicacion_laboral_id,presentacion_licitacion_id,perfil_licitacion_id,condicion_economica_id,valor,condicion_vigencia_desde,condicion_vigencia_hasta,tipo_documento_id,tipo_documento_codigo
172,758,956,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,714,292,,,136,1,,,,,1,CEDULA
173,759,957,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,715,270,,,,,,,,,1,CEDULA
174,760,958,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,716,301,,,137,1,,,,,1,CEDULA
175,761,959,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,717,297,,,,,,,,,1,CEDULA
176,762,960,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,718,282,,,138,1,,,,,1,CEDULA
177,763,961,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,719,272,,,139,1,,,,,1,CEDULA
178,764,962,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,720,307,,,140,1,,,,,1,CEDULA
179,765,963,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,721,278,,,,,,,,,1,CEDULA
180,766,964,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,722,300,,,141,1,,,,,1,CEDULA
181,767,965,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,723,302,,,,,6,1042205.00,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,1,CEDULA
182,768,966,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,724,278,,,,,,,,,1,CEDULA
183,769,967,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,725,276,,,142,1,,,,,1,CEDULA
184,770,968,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,726,278,,,,,,,,,1,CEDULA
185,771,969,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,727,291,,,,,,,,,1,CEDULA
186,772,970,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,728,306,,,143,1,,,,,1,CEDULA
187,773,971,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,729,308,,,144,1,,,,,1,CEDULA
188,774,972,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,730,276,,,,,,,,,1,CEDULA
189,775,973,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,731,271,,,145,1,,,,,1,CEDULA
190,776,974,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,732,306,,,,,,,,,1,CEDULA
191,777,975,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,733,279,,,,,,,,,1,CEDULA
192,778,976,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,734,309,,,146,1,,,,,1,CEDULA
193,779,977,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,735,275,,,,,,,,,1,CEDULA
194,780,978,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,736,271,,,147,1,,,,,1,CEDULA
195,781,979,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,737,279,,,,,,,,,1,CEDULA
196,782,980,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,738,278,,,148,1,,,,,1,CEDULA
197,783,981,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,739,276,,,,,,,,,1,CEDULA
198,784,982,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,740,301,,,,,,,,,1,CEDULA
199,785,983,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,741,275,,,,,,,,,1,CEDULA
200,786,984,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,742,297,,,149,1,,,,,1,CEDULA
201,787,985,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,743,277,,,150,1,,,,,1,CEDULA
202,788,986,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,744,293,,,151,1,,,,,1,CEDULA
203,789,987,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,745,290,,,152,1,,,,,1,CEDULA
204,790,988,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,746,287,,,,,,,,,1,CEDULA
205,791,989,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,747,275,,,153,1,,,,,1,CEDULA
206,792,990,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,748,290,,,,,,,,,1,CEDULA
207,793,991,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,749,270,,,154,1,,,,,1,CEDULA
208,794,992,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,750,293,,,,,,,,,1,CEDULA
209,795,993,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,751,304,,,155,1,,,,,1,CEDULA
210,796,994,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,752,308,,,156,1,,,,,1,CEDULA
211,797,995,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,753,287,,,,,,,,,1,CEDULA
212,798,996,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,754,275,,,157,1,,,,,1,CEDULA
213,799,997,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,755,307,,,,,,,,,1,CEDULA
214,800,998,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,756,291,,,158,1,,,,,1,CEDULA
215,801,999,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,757,303,,,,,,,,,1,CEDULA
216,802,1000,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,758,277,,,159,1,,,,,1,CEDULA
217,803,1001,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,759,271,,,,,,,,,1,CEDULA
218,804,1002,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,760,308,,,160,1,,,,,1,CEDULA
219,805,1003,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,761,293,,,,,,,,,1,CEDULA
220,806,1004,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,762,309,,,161,1,,,,,1,CEDULA
221,807,1005,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,763,272,,,162,1,,,,,1,CEDULA
222,808,1006,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,764,279,,,163,1,,,,,1,CEDULA
223,809,1007,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,765,275,,,,,,,,,1,CEDULA
224,810,1008,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,766,307,,,164,1,,,,,1,CEDULA
225,811,1009,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,767,279,,,165,1,,,,,1,CEDULA
226,812,1010,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,768,289,,,166,1,,,,,1,CEDULA
227,813,1011,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,769,280,,,,,,,,,1,CEDULA
228,814,1012,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,770,289,,,,,,,,,1,CEDULA
229,815,1013,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,771,303,,,,,,,,,1,CEDULA
230,816,1014,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,772,272,,,167,1,,,,,1,CEDULA
231,817,1015,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,773,282,,,168,1,,,,,1,CEDULA
232,818,1016,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,774,303,,,169,1,,,,,1,CEDULA
233,819,1017,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,775,291,,,,,,,,,1,CEDULA
234,820,1018,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,776,270,,,170,1,,,,,1,CEDULA
235,821,1019,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,777,309,,,,,,,,,1,CEDULA
236,822,1020,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,778,300,,,,,,,,,1,CEDULA
237,823,1021,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,779,289,,,171,1,,,,,1,CEDULA
238,824,1022,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,780,289,,,172,1,,,,,1,CEDULA
239,825,1023,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,781,277,,,173,1,,,,,1,CEDULA
240,826,1024,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,782,282,,,,,,,,,1,CEDULA
241,827,1025,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,783,282,,,,,,,,,1,CEDULA
242,828,1026,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,784,305,,,174,1,,,,,1,CEDULA
243,829,1027,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,785,275,,,175,1,,,,,1,CEDULA
244,830,1028,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,786,303,,,176,1,,,,,1,CEDULA
245,831,1029,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,787,293,,,177,1,,,,,1,CEDULA
246,832,1030,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,788,307,,,,,,,,,1,CEDULA
247,833,1031,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,789,21,,,,,,,,,1,CEDULA
248,834,1032,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,790,21,,,,,,,,,1,CEDULA
249,835,1033,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,791,21,,,,,,,,,1,CEDULA
250,836,1034,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,792,21,,,,,,,,,1,CEDULA
251,837,1035,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,793,323,,,,,,,,,1,CEDULA
252,838,1036,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,794,344,,,,,,,,,1,CEDULA
253,839,1037,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,795,24,,,,,,,,,1,CEDULA
254,840,1038,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,796,384,,,,,,,,,1,CEDULA
255,841,1039,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,797,387,,,,,,,,,1,CEDULA
256,842,1040,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,798,391,,,,,,,,,1,CEDULA
257,843,1041,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,799,403,,,,,,,,,1,CEDULA
258,844,1042,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,800,315,,,,,,,,,1,CEDULA
259,845,1043,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,801,404,,,,,,,,,1,CEDULA
260,846,1044,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,802,432,,,,,,,,,1,CEDULA
261,847,1045,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,803,392,,,,,,,,,1,CEDULA
262,848,1046,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,804,391,,,,,,,,,1,CEDULA
263,849,1047,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,805,423,,,,,,,,,1,CEDULA
264,850,1048,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,806,385,,,,,,,,,1,CEDULA
265,851,1049,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,807,428,,,,,,,,,1,CEDULA
266,852,1050,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,808,421,,,,,,,,,1,CEDULA
267,853,1051,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,809,390,,,,,,,,,1,CEDULA
268,854,1052,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,810,392,,,,,,,,,1,CEDULA
269,855,1053,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,811,394,,,,,,,,,1,CEDULA
270,856,1054,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,812,425,,,,,,,,,1,CEDULA
271,857,1055,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,813,386,,,,,,,,,1,CEDULA
272,858,1056,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,814,391,,,,,,,,,1,CEDULA
273,859,1057,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,815,417,,,,,,,,,1,CEDULA
274,860,1058,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,816,400,,,,,,,,,1,CEDULA
275,861,1059,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,817,359,,,,,,,,,1,CEDULA
276,862,1060,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,818,403,,,,,,,,,1,CEDULA
277,863,1061,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,819,394,,,,,,,,,1,CEDULA
278,864,1062,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,820,389,,,,,,,,,1,CEDULA
279,865,1063,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,821,419,,,,,,,,,1,CEDULA
280,866,1064,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,822,430,,,,,,,,,1,CEDULA
281,867,1065,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,823,354,,,,,,,,,1,CEDULA
282,868,1066,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,824,372,,,,,,,,,1,CEDULA
283,869,1067,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,825,404,,,,,,,,,1,CEDULA
284,870,1068,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,826,343,,,,,,,,,1,CEDULA
285,871,1069,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,827,324,,,,,,,,,1,CEDULA
286,872,1070,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,828,381,,,,,,,,,1,CEDULA
287,873,1071,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,829,310,,,,,,,,,1,CEDULA
288,874,1072,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,830,344,,,,,,,,,1,CEDULA
289,875,1073,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,831,420,,,,,,,,,1,CEDULA
290,876,1074,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,832,324,,,,,,,,,1,CEDULA
291,877,1075,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,833,391,,,,,,,,,1,CEDULA
292,878,1076,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,834,418,,,,,,,,,1,CEDULA
293,879,1077,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,835,391,,,,,,,,,1,CEDULA
294,880,1078,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,836,388,,,,,,,,,1,CEDULA
295,881,1079,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,837,379,,,,,,,,,1,CEDULA
296,882,1080,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,838,375,,,,,,,,,1,CEDULA
297,883,1081,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,839,422,,,,,,,,,1,CEDULA
298,884,1082,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,840,417,,,,,,,,,1,CEDULA
299,885,1083,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,841,394,,,,,,,,,1,CEDULA
300,886,1084,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,842,404,,,,,,,,,1,CEDULA
301,887,1085,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,843,349,,,,,,,,,1,CEDULA
302,888,1086,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,844,324,,,,,,,,,1,CEDULA
303,889,1087,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,845,392,,,,,,,,,1,CEDULA
304,890,1088,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,846,423,,,,,,,,,1,CEDULA
305,891,1089,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,847,392,,,,,,,,,1,CEDULA
306,892,1090,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,848,322,,,,,,,,,1,CEDULA
307,893,1091,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,849,418,,,,,,,,,1,CEDULA
308,894,1092,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,850,357,,,,,,,,,1,CEDULA
309,895,1093,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,851,390,,,,,,,,,1,CEDULA
310,896,1094,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,852,323,,,,,,,,,1,CEDULA
311,897,1095,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,853,390,,,,,,,,,1,CEDULA
312,898,1096,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,854,403,,,,,,,,,1,CEDULA
313,899,1097,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,855,353,,,,,,,,,1,CEDULA
314,900,1098,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,856,433,,,,,,,,,1,CEDULA
315,901,1099,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,857,392,,,,,,,,,1,CEDULA
316,902,1100,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,858,357,,,,,,,,,1,CEDULA
317,903,1101,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,859,392,,,,,,,,,1,CEDULA
318,904,1102,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,860,405,,,,,,,,,1,CEDULA
319,905,1103,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,861,393,,,,,,,,,1,CEDULA
320,906,1104,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,862,358,,,,,,,,,1,CEDULA
321,907,1105,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,863,385,,,,,,,,,1,CEDULA
322,908,1106,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,864,423,,,,,,,,,1,CEDULA
323,909,1107,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,865,426,,,,,,,,,1,CEDULA
324,910,1108,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,866,356,,,,,7,1750905.00,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,1,CEDULA
325,79,1109,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,867,451,,,,,,,,,1,CEDULA
326,80,1110,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,868,448,,,,,,,,,1,CEDULA
327,81,1111,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,869,449,,,,,,,,,1,CEDULA
328,82,1112,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,870,439,,,,,,,,,1,CEDULA
329,83,1113,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,871,454,,,,,,,,,1,CEDULA
330,84,1114,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,872,444,,,,,,,,,1,CEDULA
331,85,1115,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,873,442,,,,,,,,,1,CEDULA
332,86,1116,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,874,449,,,,,,,,,1,CEDULA
333,87,1117,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,875,440,,,,,,,,,1,CEDULA
334,88,1118,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,876,441,,,,,,,,,1,CEDULA
335,90,1119,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,877,452,,,,,,,,,1,CEDULA
336,89,1120,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,878,439,,,,,,,,,1,CEDULA
337,91,1121,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,879,439,,,,,,,,,1,CEDULA
338,92,1122,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,880,453,,,,,,,,,1,CEDULA
339,93,1123,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,881,450,,,,,,,,,1,CEDULA
340,94,1124,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,882,439,,,,,,,,,1,CEDULA
341,911,1125,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,883,450,,,,,,,,,1,CEDULA
